Datetime,Close
2024-07-08 09:30:00-04:00,1.2106000185012817
2024-07-08 09:33:00-04:00,1.2100000381469727
2024-07-08 09:35:00-04:00,1.2100000381469727
2024-07-08 09:36:00-04:00,1.2057000398635864
2024-07-08 09:39:00-04:00,1.2099000215530396
2024-07-08 09:40:00-04:00,1.2100000381469727
2024-07-08 09:42:00-04:00,1.2100000381469727
2024-07-08 09:43:00-04:00,1.2050000429153442
2024-07-08 09:44:00-04:00,1.2050000429153442
2024-07-08 09:45:00-04:00,1.2200000286102295
2024-07-08 09:46:00-04:00,1.2200000286102295
2024-07-08 09:47:00-04:00,1.225000023841858
2024-07-08 09:51:00-04:00,1.225000023841858
2024-07-08 09:52:00-04:00,1.2299000024795532
2024-07-08 09:53:00-04:00,1.2299000024795532
2024-07-08 09:55:00-04:00,1.2300000190734863
2024-07-08 09:56:00-04:00,1.2305999994277954
2024-07-08 09:58:00-04:00,1.23989999294281
2024-07-08 09:59:00-04:00,1.2380000352859497
2024-07-08 10:06:00-04:00,1.2380000352859497
2024-07-08 10:07:00-04:00,1.2302000522613525
2024-07-08 10:08:00-04:00,1.2304999828338623
2024-07-08 10:09:00-04:00,1.2316999435424805
2024-07-08 10:10:00-04:00,1.2309000492095947
2024-07-08 10:11:00-04:00,1.2301000356674194
2024-07-08 10:12:00-04:00,1.2311999797821045
2024-07-08 10:30:00-04:00,1.25
2024-07-08 10:34:00-04:00,1.25
2024-07-08 10:35:00-04:00,1.25
2024-07-08 10:38:00-04:00,1.25
2024-07-08 10:39:00-04:00,1.2421000003814697
2024-07-08 10:40:00-04:00,1.2401000261306763
2024-07-08 10:42:00-04:00,1.2400000095367432
2024-07-08 10:43:00-04:00,1.2400000095367432
2024-07-08 10:44:00-04:00,1.2403000593185425
2024-07-08 10:46:00-04:00,1.2400000095367432
2024-07-08 10:49:00-04:00,1.2450000047683716
2024-07-08 10:50:00-04:00,1.2400000095367432
2024-07-08 10:51:00-04:00,1.2426999807357788
2024-07-08 10:53:00-04:00,1.2410000562667847
2024-07-08 10:56:00-04:00,1.2405999898910522
2024-07-08 10:57:00-04:00,1.2450000047683716
2024-07-08 10:58:00-04:00,1.2409000396728516
2024-07-08 10:59:00-04:00,1.2401000261306763
2024-07-08 11:01:00-04:00,1.2350000143051147
2024-07-08 11:04:00-04:00,1.2309999465942383
2024-07-08 11:05:00-04:00,1.2201000452041626
2024-07-08 11:06:00-04:00,1.2299000024795532
2024-07-08 11:09:00-04:00,1.2200000286102295
2024-07-08 11:11:00-04:00,1.2100000381469727
2024-07-08 11:12:00-04:00,1.218999981880188
2024-07-08 11:13:00-04:00,1.2199000120162964
2024-07-08 11:16:00-04:00,1.2156000137329102
2024-07-08 11:20:00-04:00,1.215000033378601
2024-07-08 11:22:00-04:00,1.2196999788284302
2024-07-08 11:23:00-04:00,1.2200000286102295
2024-07-08 11:30:00-04:00,1.2199000120162964
2024-07-08 11:38:00-04:00,1.2000000476837158
2024-07-08 11:39:00-04:00,1.2050000429153442
2024-07-08 11:41:00-04:00,1.2093000411987305
2024-07-08 11:43:00-04:00,1.2099000215530396
2024-07-08 11:47:00-04:00,1.2050000429153442
2024-07-08 11:48:00-04:00,1.2050000429153442
2024-07-08 11:50:00-04:00,1.2050000429153442
2024-07-08 11:52:00-04:00,1.2100000381469727
2024-07-08 11:55:00-04:00,1.2000000476837158
2024-07-08 11:56:00-04:00,1.2091000080108643
